user_id,sex,plan,age,age_bin,ethnicity,department,nationality,country_of_work
9530,Female,Main account,58.0,51-60,Chinese,Product,,Singapore
9531,Male,Dependent account,21.0,21-30,Chinese,Business,Singapore,Singapore
9532,Female,Main account,41.0,41-50,Chinese,Product,Singapore,Singapore
9533,Female ,Dependent account,64.0,60+,Indian,Business,Singapore,Singapore
9534,Female,,31.0,31-40,,Product,Singapore,Singapore
9535,Male,Main account,,31-440,Malay,Product,China,
9536,Female,Dependent account,3.0,0-10,Chinese,Product,,SINGAPORE
9537,Male,Main account,48.0,41-50,Chinese,Product,India,Singapore
9538,Ma—e,Dependent account,43.0,41-50,Chinese,Product,Singapore,Singapore
9539,Female,Dependent accounü,12.0,11-20,Indian,,Singapore,cHINA
9540, Female,Main account,,31-40,Chinese,HR,Singapore,China
9541,Male,Dependent account,5.0,,Chinese,hr,Singapore,Singapore
9542,F…male,DEPENDENT ACCOUNT,64.0,60ü,Chinese,Product,Singapore,Singpore
9543,fEMALE,MAIN ACCOUNT,49.0,41-50,Chinese,HR,Singapore,Chna
9544,,Main…account,,21-30,Cihnese, Product,Singaore,Singapore
9545,Male,Dependent account,69.0,60+,—hniese,Business,singapore,Singapore
9546,Female,Dependent ac'ount,46.0,41-5…,CHINESE,Business,Singapore,Singapore
9547,Male,Main account,28.0,,,Business, Singapore,Singapore
9548,Female,,30.0,21-30,cHINESE,Business,,Sinéapore
9549,Male,Dependent account,26.0,–1-30,,Product,Singapore,Singapore
9550,Male,Dependent account,26.0,21-30,Chinese,Busin–ss,éingapore,Singapore
9551,Female,Dependent account,30.0,21-30,,Business,Singapore,
9552,FEMALE,Main account,59.0,51-60,Chinese,,Singapore,HONG KONG
9553,female,Dependentaccount,65.0,,Chinese,Product,Sinapore,Singapore
9554,Female ,Mainn ™ccount,32.0,31-40,Chinese,HR,Singapore,China
9555,Female,,,41-50,Indian,Product,Singapoore,Singapore
9556,Male,Main account,44.0, 41-50,Chinkse,Business,China,Singapore
9557,F—male,Main account,62.0,60+,Chinsee,Business,Singapore ,Singapore
9558,Maale,,29.0,21-30,Chinese,Product,Singapore ,Singapore
9559,Female,Main account,40.0,31-40,Chinese,Business,,S—ngapore
9560,Female,Dependent accountt,37.0,31-40,Chines®,Business,Singapore,Singapore
9561,, Main account,,31-4,indian,Hr,SINGAPORE,
9562,Female,Dependentüaccount,38.0,,Malay,Product,China,Singapore
9563,,Main account,23.0,21-30,M–lay,H…,,Singa®ore
9564,Femalü,Main account,,51-60,Chinese,HR,  Singapore,Singapore
9565,Male,dependent account,39.0,31-40,chinsse,Prodct,China,Singapore
9566,Female,ain account,41.0,41-50,Chinese,Product,Singapore,Singapore
9567,Female,Main account,59.0,51-60,Chinese,Product,Singapore,Si'gapore
9568,Female,Main account,24.0,21-30,Malay,Product,singapor™,
9569,Female,Dependent account,,,,Product,Chia,Singapore
9570,,Main account,34.0,31-40,Chinese,Product,Sing—pore,Singapore
9571,FEMALE,dEPENDENT ACCOUNT,57.0,51-60,Malay,Business,China,Singapore
9572,,Main account,21.0,21-30,,Hr,,Singapore
9573,Male,Dependent account,10.0,0-10,Ch®nese,Business,Malaysia,Singapore
9574,Female,Main account,32.0,31-40,Chinese,Business,Singapore,
9575,Male,Dependen– account,28.0,21-30,Chinese,…R,SINGAPORE,cHINA
9576,Male,Dependent account,59.0,51-60 ,Chinese,Business,Sinagpore,Singapore
9577,Female,Dependent account,1.0,, Chinese,Business ,Singapore,éingapore
9578,,,39.0,31-40,Malay , HR,Singapore,Singapore
9579,Female,Dependent account,47.0,41-50,Malay,Product,Singapore,Singapore
9580,Male,Main account,47.0,,Indian,,Si—gapore,Singapore
9581,Female,Dependent account,68.0,60…,Chines–,Product,Singapore,Singapore
9582,male,Main account,26.0,21-30,Chinese,Business,Singapore,Singapore
9583,Male,Main account,37.0,31-40,Chinese,ñRODUCT,Singapore,Sing—pore
9584,Male,Dependent account,18.0,11-20,Malay,Business,Singapore,Singapore
9585,Fñmale,Main account,37.0,31-40,Chinese,HR,Singapore,sINGAPORE
9586,Male,Main account,59.0,51-60,Chi'ese,Product,Singapore,Singapore
9587,Female,Dependent account,43.0,41-50,,®R,,Singapore
9588, Male,Dependent account,26.0,21-30,Chinnese,hr,Singapore,Singapore
9589,Female,Dependent account,17.0,1'-20,Chinese,Business,,
9590,Female,Dependent account,20.0,1s-20,Chinese,Product,Singapore,singapore
9591,,,36.0,31-40,,Business,China,Singañore
9592,MALE,Dependent account,40.0,31-ñ0,Chinese,,Singapore,Singapore
9593, Male,Dependent account,50.0,41-50,others,business,Singapore,Singapore
9594,Female,Dependent account,28.0,,Chinese,HR,Singa–ore,
9595,Female,Dependent account,17.0,11-20,,Product,Singapore,Singapore
9596,Female,Main account,54.0,51-60,Chinese, Product,Singapore,
9597,female,Main account,23.0,21-30,Chinese,Business,Singapore,Singapor…
9598,Female,Main account,35.0,ñ1-40,Chinese,Product,Malaysia,'ingaphre
9599,Male,Main account,,31-40,Indian,Product,SINGAPORE,Singapore
9600,Female,Dependent account,46.0,41-50,Chinese,Business,Singapore,Singapore
9601,male,Main account,46.0,41-50,Malay,Product,Singapore,Singapore
9602,Female,Dependent account,22.0,,Chinese,Business,Singapore,Singapore
9603,Female,Dependent account,58.0,,,Business,Singapore,Singapore
9604,Femalu,Dependent account,17.0,11-20,Chinese,Business,Singapore,Singapoore
9605,Female,Dependent account,60.0,51-60,chinese,Business,Singapore,Singapore
9606,female,ependent account,10.0,0-10,Ma—ay,HR,Singapore,Singapore
9607,Female,Main account,34.0,31-40,Malay ,Product,Singapore,Singapore
9608,Female,,48.0,41-50,Chinese,Product,Singapore,China
9609,Male,,35.0,,cHINESñ,Business,Singapore,Singapore
9610,Male,Dependent account,28.0,21-30,Chinese,Product,Singapore,SINGAPORE
9611,Male,Dependent account,69.0, 60+,cHINESE,Product,Singapore,Singapore
9612,Malle,Dependent account,56.0,, Chinese,HR,Sing–pore,Singapore
9613,Female,Dependent account,10.0,0-10,Malay,Business,Singapore,Signapore
9614,Male,Main account,45.0,41-50,Chinese,Business,China,Singapore
9615,Male,Dependent account,,11-20,,HR,India,Singapore
9616,Female,Main aücount,62.0,,"Ind""an",Product,Singapore,Singapore
9617,,Dependent account,61.0,60+,,Product,SINGAPORE,Singapore
9618,Male,main account,, 3é-40,Chinese,HR,Malaysia,Singapore
9619,Male,dependent account,31.0,31-40,Indian,Business,sINGAPORE,Singapore
9620,,Dependent account,1.0, 0-10,Chinese ,Proéuct,Singapore ,Singapore
9621,Male,eDpendent account,23.0,21-30,Chinese, Business,,
9622,Male,main aétount,46.0,41-50,Ma'ay,Product,Singapore,Singapore
9623,Female,,0.0,0-10,Chinese,Business,Singapore,Singaüore 
9624,Fem—le,Dependent account,54.0,,Chinese,Bésiness,Singapore,Singapore
9625,aMle,Dependent account,57.0,51-60,Chinese,BUSINESS,Singapor',Singapore
9626,Male,Dependent account,14.0,11-20,Chinñse,Business,Singapore,Singapore
9627,Male,,,, Chinese,Business,Singapore,Singapore
9628,Male,Dependent account,12.0,11-20,Chinese,Business ,Singapore,
9629,"Fe""ale",Dependent account,52.0, 51-60,,Business,Singapore,
9630,Female,dEPENDENT ACCOUNT,38.0,31-40,Chinese,HR,Singapore,Singapore
9631,Female,,46.0,41-50,chinesñ,Product,Singapore ,Singapore
9632,Female,Main account,31.0,31-40,"""hinese",Product,Singapore,sINGAPORE
9633,Female,Dependent account,,,Chinese,Pr–duct ,SINGAPORE,Singapore
9634,Female, Main account,32.0,31-40,chinee,Business,Sinuapore,
9635,Female,Main account,35.0,31-40,Cüinese,Product,üingapore,Singapore
9636,Male, Dependent account,79.0,60+,Chinese,Business,Malaysia,"Singap""re"
9637,Male,Dependent account,52.0,51-60,Chinese,ñR,Singapore,Hong Kong
9638,Female,Dependent account,29.0,21-30, Malay,Business,Singapore,Singapore
9639,,Dependent account,73.0,60+,Chinese,HR,Singapore,Singapore
9640,Female,Deñendent account ,56.0,51-60,Indian,HR,Singapore,SINGAPORE
9641,Ma–e,Dependent account,3.0,0-10,,Business,Singapore,Singapore
9642,,Dependent account,15.0,11-20,Chinese,Product,Singapore,Singapore
9643,,Dependentfaccount,11.0,™1-20,Chinese,Business,Singapore,Singapore
9644,Male,Dependent account,,41-50,Chinese,Business,Singapore,Singapore
9645,Female,Dependent account,35.0,,India—,HR,SINGAPORE,Singapore
9646,Male,Dependent account,44.0, 41-50,Chinese,Business,,China
9647,Femalé,Main account,26.0,21-30,Chinese,Business,Inñia,Singapore
9648,Female,,47.0, 41-50,,,Singapore,Singapore
9649,Male,,64.0,60+,Malay ,Business,Singapore,Singapore
9650,Male,Dependent account,47.0,,Ch®nese,Business,Singapore,Singapore
9651,Female,Main ac…ount,49.0,41-50,,HR,Singapore,Singapore
9652,Mal,Dependent account,66.0,60+,Chinese,Product,Singapore,—ingapore
9653,Male,Malnaccount,27.0,21-30,Indian,Product,Singapore,Singapore
9654,Male,Main account,43.0,41-50,Others,HR,Singapore,Si—gapore
9655,,Dependent account,53.0,51-60,Malay,Product,"""ingapore",Singapore
9656,Female,Dependent account,44.0,41-50,,Product,Singapore,Singapore
9657,Female,Dependent account,50.0,41-50,Malay,HR,Singapore,
9658,Male,Dependent account,15.0,11-20,Chinese,Product,Singapore,Süngapore
9659,Male,Main accoount,36.0,31-40,Malay,Business,Singapore,
9660,,Dependünt account,53.0,,Chinese,Business,singapore,Singapore
9661,Male,Main account,27.0,21-30,,Business,Singapore ,Singapore
9662,Male,Dependen taccñunt,37.0,,–hinese,Business,Singapore,Singapore
9663,Female,Dependent account,53.0,,"chines""",Product,Singapore,Singapore
9664,,Depednent account,73.0,60+,Chinese,product,Singapore,Singapore
9665,Female,Dependent accüunt,42.0,41-50,Chinese,Business,Singapore, Singapore
9666,Female,Dependent account,62.0,60+,Indian,Product,Singapo®e,Singapore
9667,Fem–le,M®in account,27.0,21-30, Indian,Business,Singapore,Singapore
9668,Female,Main account,40.0, 31-40,,HR,Singapore,Sing—pore
9669,Female,Dependent account,35.0,31-40,Chinese,™R,Maaysia,Singapore
9670,,Dependent account,,51-60,—hinese,Business,,Singapore
9671,Male,Depnedent account,55.0,51-60,Chinese,Product,Singapore,Singapore
9672,Female,Dependent account,27.0,21-30,Chi…ese,,Singapore,Singapore
9673,Female,Dependent account,31.0,31-40,Chinese,Product,Malaysia,
9674,Female,Dependent account,37.0,31-40,Chinese,HR,Singapore,Singapore
9675,,Dependent account,57.0,51-60,Chinese,hr,MALAYSIA,
9676,Female,mAIN ACCOUNT,22.0,21-30,Chinese,Product,,
9677,Male,Dependent acñount,53.0,51-60,,HR,Singapore,sINGAPORE
9678,Male,Dependent account,65.0,60+,mlaay,H–,,Singapore
9679,Female,Main account,58.0,51-60,,bUSINESS,Malaysia,Singapore
9680,Male,Main account,57.0,51-60,,Business,Singapore,Singapore
9681,M…le,Main accoun',24.0,21-30,Cñinese,,Singapore,Singapore
9682,Female,Main account,28.0,21-30,Chinese ,HR,Singapore,Singapore
9683,Male,Main account,34.0,31-40,Malay,Business,,Singapore
9684,Male,main account,21.0,21-30,Chinese,Business,,
9685,Female,Dependent account,2.0,0-10,Others,Prod™ct,India,Hong Kong
9686,Female,Dependent account,42.0,4150,Chinese,Business,Singapore,Singapore
9687,Mle,Dependent account,42.0,41-50,Chinese,Business,Singapore,Singapore
9688,Female,…ain account,61.0,60+,Chinese,Product,Singapore,Singapore
9689,Female,Dependent account,51.0,51-60,"India""",Product,Singapore,Singapore
9690,Female,,61.0,60+,Chinese,Bu™iness,Singapore,Singapore
9691,Male,Dependent account,17.0,11-20,Chinese,Product,Singapore,Singapore
9692,Male,Dependent account,12.0,11-20,"""hinese",pRODUCn,Singapore,China
9693,Male,Main account,41.0,,Chinese,Business,,singapore
9694,Female,Dependent account,,0-10, Chinese,Product,Singapore,Singapore
9695,Female,Main account,43.0,,Chin™se,H',Singapore,Singapore
9696,Male,Dependent account,32.0,3'-40,Chinese,Product,,Singapore
9697,Female,,34.0,31-40,Chinese,Product,Singapore,singapore
9698,,Dependennt account,9.0,,Chinese,Business,Singapore,
9699,Male,Main account,38.0,31-40,Others ,Product,Singapore,Singapore
9700,Female,Main account,55.0,51-60,Chiuese,Business,Singapore,Singapore
9701,,Dependent account,53.0,51-60,Others,Business,China,Singapore
9702,fEMALE,Dependent account,71.0,60+,Chinese,Produ—t,Singapore,Singapore
9703, Female,Dependent acc–unt,,60+,Malay,HR,,Singapore
9704,Female,Main account,,21-30,Chhinese,Business,Singapore,Hong Kong
9705,Female,Dependent account,26.0,21-30,Chinese,Business,Singa®ore,Singapore
9706,Female,Dependent account,47.0,41-50,,Busness,Singapore,Singapore
9707,eFmale,Dependent account,31.0,31-40,Chinese,Business,Singapore,Singapore
9708,,"Dependent""account ",46.0,, Chinese,Product,Singapore,Singapore
9709,Female,Dependent account,28.0,21-30,nIdian,Business,Singapore,
9710,Male,dEPENDENT ACCOUNT,29.0,21-30,Indian,Business,Singapore,Singapore
9711,Female,Dependent account,30.0,12-30,Chinese,Product,,Singapore
9712,Female,Main account,35.0,31-40,Chinese,,Singapore,Singapore
9713,Female,Main account,20.0,11-20,Chinese,Product,SINGAPORE,S™ngpaore
9714,F'male,Dependent account,11.0,11-20,Malay,éroduct,Singapore,Hong Kong
9715,Female,Dependent account,54.0,51-60,Chinese,HR,,Singapore
9716,Female,Main account,50.0,41-50,CHINESE,Business,Singapore,Sing'pore
9717,Male,Main acéount,33.0,31-40,Chinese,Business,Singpore,
9718,Male,,57.0,51-60,Chinese,HR,,Singapoer
9719,Female,Dependent account,73.0,60+,Chinese,Business,Siingapore,
9720, Female,Main account,49.0,41-50,Chinese,HR,Singapore,Singapore
9721,Female,Dependent account,20.0,11-20,Malay,Business,Singapore,Sing®pore
9722,Male,Main accouné,40.0,31-40,Chinese,Product,,Singapore
9723,Male,Dependent account,51.0,51-60 ,Malay,Product,Singaporee,Singapore
9724,Male,Dependent account,10.0,0-10,Chinese,Product,singapore,Hong Kong
9725,Female,Dependent account,5.0,0-10,Chines–,Product,Singapore,Sing'pore
9726,Female,Main account,23.0,21-30,Indian,Product,SIGNAPORE,Singapore
9727,Female,,,—1-50,Malay,Business,Singapore,
9728,Male,Dependent Account,,31-40,Chinese,Business,,Sigapore
9729,FEMALE,Main account,,,Chinese,,Singapore,Singapore
9730,,Dependentaccount,,60+,Chinese,Business,Singapore,SINGAPORE
9731,Female,Dependent account,52.0,,Chinese,,Singapore,Singapore
9732,Male,Main account,,51-60,CHNIEüE,Business,Sing™pore,Singapore
9733,Male,Dependent account,8.0,,Chinese,HR,Singapore,
9734,fEMAL—,,65.0,60+,Chinese,Product,Singapore,Singapore
9735,Female,Dependent account,12.0,11-20,Chinese,HR,,sINGAPORE
9736,Female,Dependent account,13.0,11-20,Chinesd,Business,Singapore,
9737,Male,Main account,34.0,31-40,MALAY,,mALAYSIA,China
9738,Female,Dependent account,33.0,31-4ñ,Chinese,Product,sINGAñORE,Singapore
9739,MALE,Dependent account,,60+,Chinese,HR,Singapor',hong kong
9740,Male,Main account,38.0,31-40,Chinese,Business,Singapore,Singapore
9741,,Dependnt account,60.0,51-60,Chinese,HR,Singapore, Singapore
9742,Female,DEPENDENT ACCOUNT,43.0,41-50,Chinese,Product,"Singapo""e",Singapore
9743,FEMALE,Main account,46.0,41-50,Chinese,Product,Malaysia,Singapore
9744,Male,Dependent account,50.0,41-50,Chinee,Business,Singapore,Singapore
9745,Female,Dependent account,29.0,21-30,Chinese,Pñoduct,China,Singapore
9746,Female,Main account,39.0,31-40,Chinese,Business,Singapore,Singapore
9747,FEMALE,dependent account,50.0,41-50,Chinese,Product,sINGAPORE,Singapore
9748,Male,Dependent account,75.0,60+,Chinese,,Singapore,
9749,Male,Dependent pccount ,11.0,11-20,Chinese,Proéuct,,Singapore
9750,,,21.0,,Chinese ,HR,Singaopre,Singapore
9751,ale,Dependent account,34.0,31-40,Chinese,,Singapore,Singapore
9752,Male,Dependent account,1.0,0-10,Chinese,,Singapore,Singapore
9753,Female,Dependent account,69.0,60+,Malay,,Singapore,SINGAOPRE
9754,female,Main account,29.0,21-30,Chinese,Business,Singapore,Singapore
9755,Male,Dependent account,26.0,21-30,Chinese,Busin™ss,Singaporee,China
9756,,Main account,54.0,51-660,Indian,Business,Singapore,SINGAPORE
9757,Male,Main accoutn,48.0,41-50,Chinese,HR,Singapore,Singapore
9758,Female,Main account,28.0,21-30,Chinese,Business,,Singapore
9759,MALE,main account,,41-50,Indian,HR,Singapore,Singapore
9760,Female,Dependent A—count,42.0,41-50,Others,Bussiness,Singapore ,Singap™re
9761,Female,Dependent account,12.0,11-20,Chinese,,Singépore,SINGAPORE
9762,Female,Dependent account,,11-20,Indian,Business,Malaysia,Singapore
9763,Mal,Main account,38.0,31-40,Chinese,Business,Singapore,
9764,,Dependent account,49.0,41-50,Indian,product,Malaysia,Singapore
9765,Male,,25.0,21-30,Chinese,®usiness,Singapore,Singapore
9766,emale,Dependent account,26.0,2™-30,Chinese,Business,S®ngapore,Singap're
9767,,Dependent account,9.0,-010,Chinese,,,China
9768,,Dependent account,37.0,31-40,ühinese,Product,Singapore,Singapore
9769,Female,,59.0,51-60,Malay,,China,Hong Kong
9770,Femalle,"Dependent ""ccount",68.0, 60+,Chinese,H®,,China
9771,Femle,Dependent account,44.0,,Chinesñ,,China,Singapore
9772,,Dependent account,,0-10,Malay,Porduct,,sI®GAPORE
9773,Male,Dependent account,23.0,21-30,Chinese,Product,Singapore,Singapore
9774,Male,Dependent account,13.0,11-20,,Business,Singapore,Singapore
9775,,Dependent account,21.0,21-™0,Chine®e,HR,Singapore,Singapore
9776,Female,Main account,36.0,31-40,,HR,Singapore,Singapore
9777,Female,,30.0,21-30,Chinese,Business,Singapore, Singapore
9778,,Main account,42.0,41-50,Chines,Product,Singapore,Singapore
9779,Female,Maina ccount,,41-50,Chinese,Business, Singapore,Singaproe
9780,Femal™,Dependent account,,11-20,,HR,Singapore,Singaopre
9781,Female,Main acñount,,415-0,Chinese,Business,Singapore,Singapore
9782,Male,Dependent Account,31.0,31-40,Malay,,Malaysia,Singapore
9783,Maale,De'endentaccount,26.0,21-30,Chinese,,Singapo'e,Singapore
9784,male,,45.0,,Malay,H',Singapore,üingapore
9785,Female,Dependent account,48.0,41-50,Chinese,Prdouct,Singapore,
9786,Male,,47.0,"41-5""",Chinese,Hñ,Singapore,China
9787,M®le,dependent account,44.0,41-50,Chinese,Business,Singapore,China
9788,Female,,29.0,21-30,Others,HR,Singapore,Singapore
9789,Female,Main account,28.0,21-30,,—R, Singapore,Singapore
9790,Male,,58.0,51-60,Ch®nese,Product,'ingapore,Singapore
9791,Male,Dependent account ,39.0, 31-40,Chinese,,Singapore,Singapore
9792,—ale,Main account,56.0,51-60,Chinese,Product,,
9793,Female,Main account,46.0,…1-50,Chinese,HR,Singapore,Singapore
9794, Female,Dependent account,30.0,21-30,Indian,Business,Sinapore,Singapñre
9795, Female,Main account,, 51-60,Chinese,HR,Singapore,SINGAPORE
9796,Male,,8.0, 0-10,CHINESE,Business,Singapore,Singapore
9797,Female,Mian account,,31-40,Malay,Business,,Honng Kong
9798,Female,Dependent account,73.0,60—,Malay,Business,Singapore,Singapore
9799,,Dependent account,,11-—0,CHINESE,Product,Singapore,Singapore 
9800,Female,Main account,22.0,21-30,chinese, HR,Singapore,Singapore
9801,mALE,Depe—dent account,84.0,60+,Chinese,Product,Ind™a,Singapore
9802,Female,Main acciunt,42.0,41-50,Chinese,Product,,
9803,Female,Main account,47.0,41-50,,HR,Singapore,Singapore
9804,Male,Main Account,44.0,41-50,Chinese,HR,Singapore,Singapore
9805,Male,Main account ,48.0,41-50,Chinese,HR,Singapore,Singapore
9806,Male,Dependent account,37.0,31-40, Chinese,Product,Singapore,Singapore
9807,Male,®ependent account,31.0,31-40,Others,Bsuiness,China,Singapore
9808,Female,Dependent account,68.0,60+,Chi…ese,Product,sINGAPORE,Singapore
9809,fMEALE,"Main""account",58.0,51-60,Chinese,,Chi—a,Singapore
9810,Male,Dependent account,56.0,51-60,Chinese,Product,India,Singapore
9811,Female,Main account,27.0,21-30,Chinese,Product,,Singapore
9812,Male,dependent account,13.0,11-20,Chinese,Business,Malaysia,Singapore
9813,Female,Main account,34.0,–1-40,chinese,Business,,Singapore
9814,,Main account,55.0,51-60,Chinese,HR,Singapore,sINGAPORE
9815,Ma®e,DEPENDENT ACCOUNT,46.0,41-50,Chinese,Business,Singapore,Singap™re
9816,Female,Dependent account,72.0,60+,Chinese,Business,Singapore,Singapore
9817,Male,Dependent account,36.0,3…-40,Chinese,HR,Singapore, Singapore
9818,Female,Mainaccount,58.0,51-60, Chinese,Product,Singapore,Singapore
9819,Female,Main account,44.0,41-50,Chinese,product,Singapore,Singapore
9820,male,,39.0,31-40,,Product,China,China
9821,,Main account,37.0,31-40,Chinese,Busineés,,Singapore
9822,Female,Dependent account,13.0,11-20,Indian,Product,Singapore,Singapore
9823,Female,Dependent account,13.0,1™-20,,Product,Singapore ,Singapore
9824,Male,Dependent account,18.0,11-20,Chinese,Product,Singapére,Singapore
9825,Male, Main account,51.0,51-60,Indian,HR,Singapore,Singapore 
9826,Male,Dependent account,83.0,60+,aMlay,HR ,Singap®re ,Singapore
9827,Female,Dependent account,51.0,51-60,Indian,Business,Malaysia,Hong Kong
9828,Male,mAIé ACCOUNT,23.0,21-30,,Product,singapore,
9829,Male,Dependent ac…ount,17.0,11-20,Chinese,HR,SINGAPORE,Singapore
9830,Male,Dependent account,34.0,31-40,,,Singapore,Sin'apore
9831,Fem–le,Dependent account,21.0,,Chinese,HR,Singapore,Singapore
9832,Male,Dependent account,53.0,51-60,ühinese,Business,Singapore,
9833,Male,Dependent account,43.0,41-50,Chinese,,Singapore,Singapore
9834,Female,Dependent account,40.0,,Chinese,Product,singapore,Singapore
9835,Female,Dependentaccount,16.0,11-20,,HR, Singapore,Singapore
9836,FEMALE,Main account,40.0,31-40,Malay,Business,Sin…apore,
9837,Female,Main account,28.0,21-30,Chinese,Product,Singapore,
9838,,,16.0,11-20,Chinese,Business,Singapore,Singapore
9839,Male,Dependent account,9.0,0-10,Chinese ,HR,singapore,Singapore
9840,Female,Main account,22.0,21-30,,Product,Singapore,Hong Kong
9841,Malle,Main account,59.0,51-60,Chinese,B—siness,Singapore,Singapore
9842,Male,Dependent account ,76.0,60+,Chinese,HR,Singapore, Singapore
9843,Male,Dependent account,23.0,21-30,Others,HR,Malaysia,Singapore
9844,mALE,Dependent account,1.0,0-10,maay,Product,Malaysia,Signapore
9845,Male,Dependent account,47.0,41-50,,Product,Singapore,Singapore
9846,Female,Dependent account,5.0,0-10,Chinese,Product,Singa–ore,Singapore
9847,Female,Dependent account,3.0,,Malay, Produc®,Singapore,"Singa""ore "
9848,Female,Main account,34.0,31-40,Chinese,Business,singapore,Singapore
9849,FEMALE,Main account,46.0,41-–0,Chinese,Product,Singapore,Singapore
9850,Male,De®endent account,18.0,,Ch—nese,HR,Singapore,Singapor–
9851,Male,"Dependent accou""t",0.0,0-1',Chinese,,Singapore,
9852,Femalé,Dependent account,29.0,21-30,Ch…nese,Business,Singapore,Singapore
9853,Male,Dependent account,67.0,60+,Chinese, Product,Singapore,Singapore
9854,Female ,Dependent account,68.0,60+,Chinese,Business ,™ingapore,Singapore
9855,Female,Dependent account,32.0,31-40,cHINESE,BUSINESS,Singapore,Singa–ore
9856,Female,dEPENDENT ACCOUNT,5.0,0-10,Chinese,Business,Singapore,Singapore
9857,Female,Main account,25.0,21-30,Chinese,Business,Singapore,
9858,Fümale,Dependent account,55.0,,Ch™nese,Product,Singapore,Singapore
9859,Male,Main account,21.0,2-30,chinese,Business,Séngapore,Singapore
9860,Female,Dependent account,22.0,2é-30,Malay,Business,Singapore,
9861,MALE,Dependent account,12.0,11-20,Ch™nese,H–,Singapore,Singapore
9862,Male,Main account,47.0,41-50,Chiinese,HR,China,
9863,Female,Dependent account,68.0,60+,Malay,Businpss,Singapore,China
9864,,Dependent account,5.0,0-10,,H®,Singapore,Singapore
9865,Ma®e,Main account,33.0,1-40,Chinese,Business,Singapore,
9866,Female,Dependent account,15.0,11-20,Malay,bUSINESS,Malaysia,
9867,Female,Dependent account,50.0,41-50,Chinese,HR,sINGAPORE,Singapore
9868,Female,Dependent account,27.0,21-30,Chinese,Product,Singapore,
9869,Male,Main account,58.0,51-60,Chinese,,Singapore,Singapore
9870,Female,,20.0,,ch®nese,bUSINESS,China,Singapore
9871,Male,,52.0,51-60,Chinese,®usiness,Singapore,Singapore
9872,Female,main account,24.0,21-30,,Product,Singapore,Singapore
9873,Female,Main üccount,46.0,41-50,…thers,Product,Singapore,Singapore
9874,Female,,65.0,60+,Chinese,Product,China,Singapore
9875,Female,,68.0,60+,Chinese,Business,Singapore,Singapore
9876,Female,Main account,,31-40,Chinese,bU®INESS,Singapore,Singapore
9877,Female,Dependent account,13.0,112-0,Indian,Business,Singapore,sINGAPORE
9878,Male,Dependent account,26.0,21-30,Chinese,HR,Singapore,China
9879,Male,Dependent account,,21-30,cHINESE,Product,Singapore,Singapore
9880,Femlae,Main account,62.0,60+,Chinese, HR,Singapore,Singapore
9881,Male,Dependent account,36.0,31-40,Chinese,Business,Singapose,SSingapore
9882,Female,Dependent account,27.0,"21""30",Chinese,Product,Malaysia,Singapooe
9883,Male,Maén account,43.0,41-50,Chi®ese,Product,,
9884,,Main account,,41-50,Chinese,Business,Malaysia,Singapore
9885,Female,Dependent account,4.0,,Chinese,,Malaysia,chin®
9886,Mase,Dependent account,54.0,51-60,,Business,Singapore,Singapore
9887,Female,Main account,33.0,31-40,C'inese,Busine's,singapore,Singapore
9888, Male,Dependent account,0.0,0-10,,Proudct,Sinapore,
9889,Female,DEPENDENT ACCOUNT,38.0,31-40 ,Chinese, Product,Singapore, Singapore
9890,Male,Main ™ccount,43.0,41-50,Chinese,Business,, China
9891,male,Dependent account,20.0,11-20,Malay,Product,Singapore,Singapore
9892,,"Dependent accoun""",59.0,51-60,Chinese,HR,Siqgapore,Singapore
9893,Male,Main fccount ,35.0,31'40,Chinese,Business,Sindapore,Singapore
9894, Female,Main account,59.0,51-60,Chine®e,Product,,China
9895,–emae,Dependent account,29.0,21-30,Chinese,Product,Singapore,Sinagpore
9896,Male,Depenent account,71.0,60+,Chinesñ,Product,Singapore,Singapore
9897,male,Depe™dent mccount,6.0,0-10,Chinese,Business,Singapore,
9898,Male,Dependent account,27.0,21-30,Malay,Product,Singapore,Singapore
9899,Male,Dependent account,8.0,0-10,Indian,Business,Singapore,Singapore
9900,Male,Dependent account,22.0,21-3—,,Business,China,Singapore
9901,Female,Main account,23.0,21-30,…hinese,Product,Singapore,
9902,Male,Dependent account,37.0,31-40,Chinese,Businpss,Singapore,singapore
9903,Male,Dependent account,,51-60,Chinese,Produüt,,Singapore
9904,Female,Main account,30.0,21-30,Indian,Product,,Singapore 
9905,Female,Dependent account,13.0,11-ü0,Indian,Product,Singapore,Singapore
9906,Male,Dependent account,8.0,0-01,Chñnese, Product,,
9907,Male,,56.0,51-60,Chinese,™roduct, –ingapore,Singapore
9908,™ale,Main account,40.0,31-40,Chinese,,,Singapore
9909,Female,Dependent accouét,28.0,21-3®,Chnese,,Singapoüe,Singapore
9910,,Depend™nt account,13.0,11-20,Malay,Product,Singapore,Singapore
9911,fEMALE,Dependent account,11.0,1120,Chinese,HR,Singapore,Singapore
9912,Female,Main account,,,Chinese,HR,Singapore,China
9913,Male ,,25.0,21-30,Chinese,HR,Singapore,Singapore
9914,wemale,,63.0,60+,Chinese,bUSINESS,,Singapore
9915,Male,,16.0,11-20,chinese,product,Singapore,Singapore
9916,Female,mAIN ACCOUNT,,51-60,Indian ,Business,Singapore,Singapore
